АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
812;6703345;6703345;1;ООО "ПТФ" (ИНН 7802775407);г. Санкт-Петербург;Город Санкт-Петербург;7802775407
812;6703346;6703352;7;ООО "КТТ";г. Санкт-Петербург;Город Санкт-Петербург;7839404279
812;6703353;6703353;1;ООО "ПТФ" (ИНН 7802594898);г. Санкт-Петербург;Город Санкт-Петербург;7802594898
812;6703354;6703387;34;ООО "КТТ";г. Санкт-Петербург;Город Санкт-Петербург;7839404279
812;6703388;6703399;12;ООО "ТЕЛЕСТОР";г. Санкт-Петербург;Город Санкт-Петербург;7811212947
812;6703400;6703999;600;АО "ЭР-ТЕЛЕКОМ ХОЛДИНГ";г. Санкт-Петербург;Город Санкт-Петербург;5902202276
812;6704000;6704039;40;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704040;6704040;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704041;6704054;14;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704055;6704055;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704056;6704087;32;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704088;6704088;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704089;6704099;11;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704100;6704299;200;ООО "НЕВАКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7825407713
812;6704300;6704300;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704301;6704302;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704303;6704304;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704305;6704309;5;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704310;6704310;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704311;6704311;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704312;6704312;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704313;6704313;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704314;6704314;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704315;6704315;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704316;6704319;4;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704320;6704320;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704321;6704321;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704322;6704322;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704323;6704323;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704324;6704326;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704327;6704332;6;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704333;6704334;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704335;6704336;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704337;6704342;6;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704343;6704343;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704344;6704355;12;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704356;6704356;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704357;6704364;8;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704365;6704365;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704366;6704367;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704368;6704368;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704369;6704369;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704370;6704370;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704371;6704371;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704372;6704373;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704374;6704375;2;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704376;6704376;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704377;6704378;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704379;6704379;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704380;6704380;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704381;6704382;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704383;6704383;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704384;6704389;6;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704390;6704390;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704391;6704392;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704393;6704393;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704394;6704399;6;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704400;6704400;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704401;6704411;11;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704412;6704412;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704413;6704413;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704414;6704415;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704416;6704416;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704417;6704418;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704419;6704419;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704420;6704420;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704421;6704421;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704422;6704422;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704423;6704423;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704424;6704424;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704425;6704428;4;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704429;6704430;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704431;6704432;2;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704433;6704434;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704435;6704439;5;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704440;6704443;4;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704444;6704444;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704445;6704445;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704446;6704449;4;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704450;6704452;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704453;6704455;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704456;6704458;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704459;6704470;12;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704471;6704473;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704474;6704474;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704475;6704475;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704476;6704477;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704478;6704478;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704479;6704479;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704480;6704480;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704481;6704481;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704482;6704484;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704485;6704486;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704487;6704487;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704488;6704488;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704489;6704489;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704490;6704490;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704491;6704491;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704492;6704493;2;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704494;6704494;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704495;6704495;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704496;6704498;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704499;6704500;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704501;6704502;2;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704503;6704503;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704504;6704507;4;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704508;6704554;47;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704555;6704555;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704556;6704558;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704559;6704560;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704561;6704561;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704562;6704563;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704564;6704564;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704565;6704565;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704566;6704566;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704567;6704567;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704568;6704568;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704569;6704569;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704570;6704571;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704572;6704572;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704573;6704573;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704574;6704574;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704575;6704576;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704577;6704577;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704578;6704578;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704579;6704580;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704581;6704583;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704584;6704585;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704586;6704586;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704587;6704587;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704588;6704589;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704590;6704590;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704591;6704593;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704594;6704594;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704595;6704595;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704596;6704596;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704597;6704597;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704598;6704599;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704600;6704699;100;ООО "СКАЙНЭТ";-;Город Санкт-Петербург;7816223580
812;6704700;6704799;100;ООО "ОТЛИЧНЫЙ СВЯЗИСТ";г. Санкт-Петербург;Город Санкт-Петербург;7806342933
812;6704800;6704800;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704801;6704802;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704803;6704803;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704804;6704804;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704805;6704806;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704807;6704808;2;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704809;6704809;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704810;6704810;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704811;6704817;7;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704818;6704818;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704819;6704819;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704820;6704820;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704821;6704827;7;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704828;6704830;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704831;6704832;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704833;6704833;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704834;6704834;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704835;6704835;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704836;6704836;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704837;6704838;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704839;6704839;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704840;6704849;10;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704850;6704850;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704851;6704851;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704852;6704852;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704853;6704853;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704854;6704854;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704855;6704857;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704858;6704858;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704859;6704859;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704860;6704860;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704861;6704862;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704863;6704865;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704866;6704869;4;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704870;6704870;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704871;6704871;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704872;6704872;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704873;6704873;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704874;6704876;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704877;6704877;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6704878;6704878;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704879;6704879;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704880;6704880;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704881;6704881;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704882;6704882;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704883;6704883;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704884;6704884;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704885;6704885;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6704886;6704886;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704887;6704887;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704888;6704888;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704889;6704889;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704890;6704890;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704891;6704891;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704892;6704892;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704893;6704893;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704894;6704894;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704895;6704895;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704896;6704896;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704897;6704897;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6704898;6704898;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704899;6704899;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6704900;6705000;101;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705001;6705001;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705002;6705049;48;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705050;6705050;1;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6705051;6705058;8;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705059;6705059;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705060;6705069;10;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705070;6705072;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705073;6705099;27;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705100;6705199;100;АО "ЭР-ТЕЛЕКОМ ХОЛДИНГ";г. Санкт-Петербург;Город Санкт-Петербург;5902202276
812;6705200;6705205;6;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705206;6705207;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705208;6705208;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705209;6705209;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705210;6705211;2;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705212;6705213;2;ИП Рощин Илья Леонидович;г. Санкт-Петербург;Город Санкт-Петербург;780230955510
812;6705214;6705214;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6705215;6705222;8;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705223;6705224;2;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705225;6705225;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705226;6705226;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705227;6705227;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705228;6705229;2;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705230;6705232;3;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705233;6705233;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705234;6705234;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705235;6705235;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705236;6705236;1;АО "СЕВЕРЕН-ТЕЛЕКОМ";г. Санкт-Петербург;Город Санкт-Петербург;7816181675
812;6705237;6705239;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705240;6705240;1;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705241;6705241;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705242;6705250;9;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705251;6705251;1;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
812;6705252;6705256;5;ООО "КОМФОРТЕЛ";г. Санкт-Петербург;Город Санкт-Петербург;7810524485
812;6705257;6705259;3;ООО "ТЕЛЕКОМПАС";г. Санкт-Петербург;Город Санкт-Петербург;7839403927
